#     w           TDOS(K,w)           Gamma(0,w)           ADOS(K,w)       ADOS_Error        TDOS_Error    Gamma_Error    TDOS_Loc(R=0)       TDOS_Loc_Error
        0.416667   0.26997827E+00   0.28522219E+00   0.26787595E+00   0.81364711E-02   0.00000000E+00   0.63937432E-02   0.27367593E+00   0.79950745E-02
        0.433333   0.26975175E+00   0.28504655E+00   0.26742616E+00   0.81513643E-02   0.00000000E+00   0.64360468E-02   0.27338104E+00   0.78875529E-02
        0.450000   0.26950676E+00   0.28486106E+00   0.26697293E+00   0.81681523E-02   0.00000000E+00   0.64779293E-02   0.27307664E+00   0.77877329E-02
        0.466667   0.26924303E+00   0.28466456E+00   0.26651286E+00   0.81869223E-02   0.00000000E+00   0.65195695E-02   0.27276112E+00   0.76958036E-02
        0.483333   0.26896117E+00   0.28445641E+00   0.26604334E+00   0.82077937E-02   0.00000000E+00   0.65610120E-02   0.27243353E+00   0.76117570E-02
        0.500000   0.26866255E+00   0.28423661E+00   0.26556288E+00   0.82309112E-02   0.00000000E+00   0.66021446E-02   0.27209350E+00   0.75352866E-02
        0.516667   0.26834920E+00   0.28400586E+00   0.26507120E+00   0.82564286E-02   0.00000000E+00   0.66427001E-02   0.27174106E+00   0.74657013E-02
        0.533333   0.26802354E+00   0.28376555E+00   0.26456932E+00   0.82844894E-02   0.00000000E+00   0.66822807E-02   0.27137638E+00   0.74018790E-02
        0.550000   0.26768813E+00   0.28351777E+00   0.26405955E+00   0.83152043E-02   0.00000000E+00   0.67204028E-02   0.27099948E+00   0.73422806E-02
        0.566667   0.26734535E+00   0.28326517E+00   0.26354527E+00   0.83486288E-02   0.00000000E+00   0.67565563E-02   0.27060992E+00   0.72850390E-02
        0.583333   0.26699722E+00   0.28301097E+00   0.26303080E+00   0.83847456E-02   0.00000000E+00   0.67902712E-02   0.27020665E+00   0.72281191E-02
        0.600000   0.26664527E+00   0.28275877E+00   0.26252117E+00   0.84234512E-02   0.00000000E+00   0.68211810E-02   0.26978798E+00   0.71695301E-02
        0.616667   0.26629042E+00   0.28251250E+00   0.26202176E+00   0.84645501E-02   0.00000000E+00   0.68490743E-02   0.26935168E+00   0.71075571E-02
        0.633333   0.26593311E+00   0.28227626E+00   0.26153810E+00   0.85077533E-02   0.00000000E+00   0.68739233E-02   0.26889526E+00   0.70409723E-02
        0.650000   0.26557338E+00   0.28205413E+00   0.26107549E+00   0.85526830E-02   0.00000000E+00   0.68958803E-02   0.26841628E+00   0.69691883E-02
        0.666667   0.26521102E+00   0.28185007E+00   0.26063873E+00   0.85988795E-02   0.00000000E+00   0.69152399E-02   0.26791274E+00   0.68923292E-02
        0.683333   0.26484578E+00   0.28166774E+00   0.26023187E+00   0.86458130E-02   0.00000000E+00   0.69323703E-02   0.26738345E+00   0.68112095E-02
        0.700000   0.26447748E+00   0.28151033E+00   0.25985797E+00   0.86929009E-02   0.00000000E+00   0.69476313E-02   0.26682824E+00   0.67272276E-02
        0.716667   0.26410608E+00   0.28138040E+00   0.25951895E+00   0.87395308E-02   0.00000000E+00   0.69613008E-02   0.26624812E+00   0.66421977E-02
        0.733333   0.26373177E+00   0.28127983E+00   0.25921548E+00   0.87850943E-02   0.00000000E+00   0.69735304E-02   0.26564520E+00   0.65581490E-02
        0.750000   0.26335486E+00   0.28120965E+00   0.25894704E+00   0.88290293E-02   0.00000000E+00   0.69843391E-02   0.26502261E+00   0.64771269E-02
        0.766667   0.26297573E+00   0.28117006E+00   0.25871191E+00   0.88708711E-02   0.00000000E+00   0.69936432E-02   0.26438422E+00   0.64010233E-02
        0.783333   0.26259472E+00   0.28116041E+00   0.25850739E+00   0.89103067E-02   0.00000000E+00   0.70013064E-02   0.26373440E+00   0.63314549E-02
        0.800000   0.26221205E+00   0.28117924E+00   0.25832992E+00   0.89472252E-02   0.00000000E+00   0.70071949E-02   0.26307765E+00   0.62696954E-02
        0.816667   0.26182766E+00   0.28122436E+00   0.25817534E+00   0.89817544E-02   0.00000000E+00   0.70112272E-02   0.26241841E+00   0.62166561E-02
        0.833333   0.26144120E+00   0.28129298E+00   0.25803907E+00   0.90142753E-02   0.00000000E+00   0.70134072E-02   0.26176081E+00   0.61729012E-02
        0.850000   0.26105200E+00   0.28138183E+00   0.25791635E+00   0.90454076E-02   0.00000000E+00   0.70138410E-02   0.26110844E+00   0.61386802E-02
        0.866667   0.26065904E+00   0.28148732E+00   0.25780240E+00   0.90759691E-02   0.00000000E+00   0.70127349E-02   0.26046434E+00   0.61139624E-02
        0.883333   0.26026107E+00   0.28160569E+00   0.25769262E+00   0.91069115E-02   0.00000000E+00   0.70103818E-02   0.25983084E+00   0.60984607E-02
        0.900000   0.25985664E+00   0.28173324E+00   0.25758268E+00   0.91392450E-02   0.00000000E+00   0.70071383E-02   0.25920961E+00   0.60916438E-02
        0.916667   0.25944423E+00   0.28186639E+00   0.25746867E+00   0.91739608E-02   0.00000000E+00   0.70034022E-02   0.25860165E+00   0.60927382E-02
        0.933333   0.25902234E+00   0.28200190E+00   0.25734711E+00   0.92119621E-02   0.00000000E+00   0.69995928E-02   0.25800738E+00   0.61007297E-02
        0.950000   0.25858961E+00   0.28213694E+00   0.25721498E+00   0.92540077E-02   0.00000000E+00   0.69961363E-02   0.25742659E+00   0.61143759E-02
        0.966667   0.25814486E+00   0.28226912E+00   0.25706965E+00   0.93006715E-02   0.00000000E+00   0.69934561E-02   0.25685857E+00   0.61322382E-02
        0.983333   0.25768710E+00   0.28239649E+00   0.25690877E+00   0.93523145E-02   0.00000000E+00   0.69919648E-02   0.25630206E+00   0.61527414E-02
        1.000000   0.25721555E+00   0.28251751E+00   0.25673006E+00   0.94090684E-02   0.00000000E+00   0.69920538E-02   0.25575530E+00   0.61742606E-02
        1.016667   0.25672952E+00   0.28263094E+00   0.25653119E+00   0.94708292E-02   0.00000000E+00   0.69940786E-02   0.25521597E+00   0.61952332E-02
        1.033333   0.25622838E+00   0.28273571E+00   0.25630955E+00   0.95372617E-02   0.00000000E+00   0.69983388E-02   0.25468120E+00   0.62142872E-02
        1.050000   0.25571138E+00   0.28283080E+00   0.25606211E+00   0.96078190E-02   0.00000000E+00   0.70050536E-02   0.25414758E+00   0.62303757E-02
        1.066667   0.25517760E+00   0.28291515E+00   0.25578535E+00   0.96817794E-02   0.00000000E+00   0.70143359E-02   0.25361117E+00   0.62429060E-02
        1.083333   0.25462582E+00   0.28298757E+00   0.25547523E+00   0.97583027E-02   0.00000000E+00   0.70261701E-02   0.25306753E+00   0.62518495E-02
        1.100000   0.25405446E+00   0.28304673E+00   0.25512726E+00   0.98365027E-02   0.00000000E+00   0.70403972E-02   0.25251183E+00   0.62578179E-02
        1.116667   0.25346153E+00   0.28309112E+00   0.25473662E+00   0.99155278E-02   0.00000000E+00   0.70567122E-02   0.25193891E+00   0.62620912E-02
        1.133333   0.25284465E+00   0.28311912E+00   0.25429834E+00   0.99946348E-02   0.00000000E+00   0.70746766E-02   0.25134339E+00   0.62665839E-02
        1.150000   0.25220099E+00   0.28312907E+00   0.25380741E+00   0.10073244E-01   0.00000000E+00   0.70937444E-02   0.25071976E+00   0.62737360E-02
        1.166667   0.25152736E+00   0.28311925E+00   0.25325893E+00   0.10150960E-01   0.00000000E+00   0.71133031E-02   0.25006242E+00   0.62863259E-02
        1.183333   0.25082019E+00   0.28308800E+00   0.25264814E+00   0.10227554E-01   0.00000000E+00   0.71327217E-02   0.24936573E+00   0.63072090E-02
        1.200000   0.25007558E+00   0.28303369E+00   0.25197049E+00   0.10302903E-01   0.00000000E+00   0.71514046E-02   0.24862399E+00   0.63390044E-02
        1.216667   0.24928930E+00   0.28295473E+00   0.25122150E+00   0.10376901E-01   0.00000000E+00   0.71688425E-02   0.24783144E+00   0.63837630E-02
        1.233333   0.24845687E+00   0.28284953E+00   0.25039673E+00   0.10449356E-01   0.00000000E+00   0.71846572E-02   0.24698221E+00   0.64426671E-02
        1.250000   0.24757352E+00   0.28271650E+00   0.24949168E+00   0.10519886E-01   0.00000000E+00   0.71986356E-02   0.24607034E+00   0.65158067E-02
        1.266667   0.24663432E+00   0.28255396E+00   0.24850165E+00   0.10587836E-01   0.00000000E+00   0.72107510E-02   0.24508977E+00   0.66020713E-02
        1.283333   0.24563421E+00   0.28236012E+00   0.24742175E+00   0.10652229E-01   0.00000000E+00   0.72211701E-02   0.24403446E+00   0.66991728E-02
        1.300000   0.24456814E+00   0.28213309E+00   0.24624687E+00   0.10711746E-01   0.00000000E+00   0.72302471E-02   0.24289848E+00   0.68037913E-02
        1.316667   0.24343120E+00   0.28187081E+00   0.24497177E+00   0.10764752E-01   0.00000000E+00   0.72385056E-02   0.24167620E+00   0.69118181E-02
        1.333333   0.24221876E+00   0.28157109E+00   0.24359117E+00   0.10809350E-01   0.00000000E+00   0.72466111E-02   0.24036253E+00   0.70186572E-02
        1.350000   0.24092668E+00   0.28123166E+00   0.24209999E+00   0.10843456E-01   0.00000000E+00   0.72553358E-02   0.23895311E+00   0.71195507E-02
        1.366667   0.23955140E+00   0.28085016E+00   0.24049350E+00   0.10864909E-01   0.00000000E+00   0.72655197E-02   0.23744451E+00   0.72098976E-02
        1.383333   0.23809014E+00   0.28042426E+00   0.23876766E+00   0.10871579E-01   0.00000000E+00   0.72780293E-02   0.23583446E+00   0.72855450E-02
        1.400000   0.23654093E+00   0.27995169E+00   0.23691935E+00   0.10861498E-01   0.00000000E+00   0.72937161E-02   0.23412189E+00   0.73430362E-02
        1.416667   0.23490267E+00   0.27943030E+00   0.23494670E+00   0.10832986E-01   0.00000000E+00   0.73133763E-02   0.23230708E+00   0.73798059E-02
        1.433333   0.23317514E+00   0.27885812E+00   0.23284931E+00   0.10784779E-01   0.00000000E+00   0.73377134E-02   0.23039158E+00   0.73943161E-02
        1.450000   0.23135891E+00   0.27823344E+00   0.23062850E+00   0.10716143E-01   0.00000000E+00   0.73673039E-02   0.22837818E+00   0.73861261E-02
        1.466667   0.22945524E+00   0.27755478E+00   0.22828746E+00   0.10626967E-01   0.00000000E+00   0.74025699E-02   0.22627079E+00   0.73558940E-02
        1.483333   0.22746592E+00   0.27682095E+00   0.22583130E+00   0.10517821E-01   0.00000000E+00   0.74437595E-02   0.22407420E+00   0.73053092E-02
        1.500000   0.22539310E+00   0.27603104E+00   0.22326700E+00   0.10389976E-01   0.00000000E+00   0.74909385E-02   0.22179393E+00   0.72369605E-02
        1.516667   0.22323907E+00   0.27518437E+00   0.22060319E+00   0.10245379E-01   0.00000000E+00   0.75439947E-02   0.21943586E+00   0.71541472E-02
        1.533333   0.22100606E+00   0.27428045E+00   0.21784982E+00   0.10086577E-01   0.00000000E+00   0.76026547E-02   0.21700600E+00   0.70606463E-02
        1.550000   0.21869602E+00   0.27331891E+00   0.21501771E+00   0.99166014E-02   0.00000000E+00   0.76665149E-02   0.21451008E+00   0.69604543E-02
        1.566667   0.21631043E+00   0.27229941E+00   0.21211802E+00   0.97388149E-02   0.00000000E+00   0.77350851E-02   0.21195329E+00   0.68575210E-02
        1.583333   0.21385017E+00   0.27122148E+00   0.20916164E+00   0.95567376E-02   0.00000000E+00   0.78078469E-02   0.20933998E+00   0.67555006E-02
        1.600000   0.21131536E+00   0.27008442E+00   0.20615862E+00   0.93738594E-02   0.00000000E+00   0.78843268E-02   0.20667335E+00   0.66575375E-02
        1.616667   0.20870537E+00   0.26888713E+00   0.20311771E+00   0.91934592E-02   0.00000000E+00   0.79641831E-02   0.20395537E+00   0.65661074E-02
        1.633333   0.20601876E+00   0.26762795E+00   0.20004589E+00   0.90184403E-02   0.00000000E+00   0.80473014E-02   0.20118661E+00   0.64829228E-02
        1.650000   0.20325341E+00   0.26630448E+00   0.19694812E+00   0.88511965E-02   0.00000000E+00   0.81338885E-02   0.19836631E+00   0.64089080E-02
        1.666667   0.20040661E+00   0.26491348E+00   0.19382724E+00   0.86935154E-02   0.00000000E+00   0.82245513E-02   0.19549245E+00   0.63442384E-02
        1.683333   0.19747521E+00   0.26345072E+00   0.19068394E+00   0.85465269E-02   0.00000000E+00   0.83203447E-02   0.19256192E+00   0.62884307E-02
        1.700000   0.19445583E+00   0.26191090E+00   0.18751695E+00   0.84106954E-02   0.00000000E+00   0.84227775E-02   0.18957074E+00   0.62404679E-02
        1.716667   0.19134506E+00   0.26028758E+00   0.18432327E+00   0.82858541E-02   0.00000000E+00   0.85337625E-02   0.18651437E+00   0.61989387E-02
        1.733333   0.18813962E+00   0.25857318E+00   0.18109847E+00   0.81712750E-02   0.00000000E+00   0.86555015E-02   0.18338795E+00   0.61621763E-02
        1.750000   0.18483658E+00   0.25675894E+00   0.17783712E+00   0.80657636E-02   0.00000000E+00   0.87902882E-02   0.18018655E+00   0.61283818E-02
        1.766667   0.18143343E+00   0.25483502E+00   0.17453309E+00   0.79677689E-02   0.00000000E+00   0.89402080E-02   0.17690544E+00   0.60957274E-02
        1.783333   0.17792823E+00   0.25279052E+00   0.17117993E+00   0.78754972E-02   0.00000000E+00   0.91067123E-02   0.17354027E+00   0.60624349E-02
        1.800000   0.17431961E+00   0.25061352E+00   0.16777118E+00   0.77870203E-02   0.00000000E+00   0.92900980E-02   0.17008720E+00   0.60268316E-02
        1.816667   0.17060681E+00   0.24829119E+00   0.16430062E+00   0.77003710E-02   0.00000000E+00   0.94890516E-02   0.16654294E+00   0.59873858E-02
        1.833333   0.16678957E+00   0.24580985E+00   0.16076242E+00   0.76136217E-02   0.00000000E+00   0.97006211E-02   0.16290482E+00   0.59427267E-02
        1.850000   0.16286812E+00   0.24315496E+00   0.15715127E+00   0.75249437E-02   0.00000000E+00   0.99209685E-02   0.15917070E+00   0.58916516E-02
        1.866667   0.15884297E+00   0.24031116E+00   0.15346239E+00   0.74326472E-02   0.00000000E+00   0.10146727E-01   0.15533890E+00   0.58331229E-02
        1.883333   0.15471482E+00   0.23726227E+00   0.14969150E+00   0.73352042E-02   0.00000000E+00   0.10376047E-01   0.15140805E+00   0.57662600E-02
        1.900000   0.15048431E+00   0.23399121E+00   0.14583469E+00   0.72312562E-02   0.00000000E+00   0.10608411E-01   0.14737692E+00   0.56903243E-02
        1.916667   0.14615190E+00   0.23047985E+00   0.14188834E+00   0.71196102E-02   0.00000000E+00   0.10843147E-01   0.14324421E+00   0.56047016E-02
        1.933333   0.14171756E+00   0.22670893E+00   0.13784885E+00   0.69992251E-02   0.00000000E+00   0.11077518E-01   0.13900839E+00   0.55088824E-02
        1.950000   0.13718062E+00   0.22265775E+00   0.13371250E+00   0.68691911E-02   0.00000000E+00   0.11306093E-01   0.13466743E+00   0.54024403E-02
        1.966667   0.13253947E+00   0.21830391E+00   0.12947513E+00   0.67287055E-02   0.00000000E+00   0.11522696E-01   0.13021860E+00   0.52850104E-02
        1.983333   0.12779136E+00   0.21362292E+00   0.12513196E+00   0.65770445E-02   0.00000000E+00   0.11723662E-01   0.12565826E+00   0.51562682E-02
        2.000000   0.12293204E+00   0.20858774E+00   0.12067721E+00   0.64135334E-02   0.00000000E+00   0.11909378E-01   0.12098166E+00   0.50159094E-02
        2.016667   0.11795550E+00   0.20316814E+00   0.11610383E+00   0.62375159E-02   0.00000000E+00   0.12083467E-01   0.11618268E+00   0.48636320E-02
        2.033333   0.11285352E+00   0.19733001E+00   0.11140314E+00   0.60483213E-02   0.00000000E+00   0.12251177E-01   0.11125360E+00   0.46991214E-02
        2.050000   0.10761521E+00   0.19103452E+00   0.10656438E+00   0.58452325E-02   0.00000000E+00   0.12417980E-01   0.10618491E+00   0.45220379E-02
        2.066667   0.10222623E+00   0.18423717E+00   0.10157423E+00   0.56274540E-02   0.00000000E+00   0.12588289E-01   0.10096494E+00   0.43320108E-02
        2.083333   0.96667835E-01   0.17688697E+00   0.96416301E-01   0.53940860E-02   0.00000000E+00   0.12764241E-01   0.95579619E-01   0.41286384E-02
        2.100000   0.90915217E-01   0.16892611E+00   0.91070642E-01   0.51441187E-02   0.00000000E+00   0.12946077E-01   0.90011964E-01   0.39115026E-02
        2.116667   0.84934631E-01   0.16029170E+00   0.85513372E-01   0.48764812E-02   0.00000000E+00   0.13137014E-01   0.84241538E-01   0.36802088E-02
        2.133333   0.78677201E-01   0.15092178E+00   0.79715885E-01   0.45902120E-02   0.00000000E+00   0.13375654E-01   0.78242933E-01   0.34344784E-02
        2.150000   0.72060897E-01   0.14075676E+00   0.73633316E-01   0.42845583E-02   0.00000000E+00   0.16737307E-01   0.71978091E-01   0.31742662E-02
        2.166667   0.64888690E-01   0.12963374E+00   0.67119132E-01   0.39563362E-02   0.00000000E+00   0.19113333E-01   0.65330888E-01   0.28982290E-02
        2.183333   0.56835748E-01   0.11739534E+00   0.59817058E-01   0.35944121E-02   0.00000000E+00   0.23434907E-01   0.58085441E-01   0.26027115E-02
        2.200000   0.44659080E-01   0.94041069E-01   0.46711543E-01   0.29425437E-02   0.00000000E+00   0.26193270E-01   0.46804238E-01   0.21549839E-02
        2.216667   0.33153774E-01   0.51072554E-01   0.24602039E-01   0.15845329E-02   0.00000000E+00   0.24628244E-01   0.34245148E-01   0.16180817E-02
        2.233333   0.33647927E-02   0.14575796E-02   0.68729834E-03   0.39704380E-04   0.00000000E+00   0.21162786E-01   0.33965859E-02   0.19229637E-03
        2.250000   0.30256072E-03   0.56564246E-03   0.25568813E-03   0.13128368E-04   0.00000000E+00   0.16642066E-01   0.30651004E-03   0.11448902E-04
        2.266667   0.19150307E-03   0.41205902E-03   0.17919585E-03   0.85311307E-05   0.00000000E+00   0.69504675E-02   0.19282931E-03   0.63799064E-05
        2.283333   0.14793388E-03   0.34018558E-03   0.14229542E-03   0.63914452E-05   0.00000000E+00   0.54119435E-02   0.14835680E-03   0.45264008E-05
        2.300000   0.12306793E-03   0.29725134E-03   0.11973080E-03   0.51244227E-05   0.00000000E+00   0.39905069E-02   0.12308636E-03   0.35167623E-05
        2.316667   0.10649489E-03   0.26827370E-03   0.10420142E-03   0.42775390E-05   0.00000000E+00   0.11737697E-02   0.10631152E-03   0.28700196E-05
        2.333333   0.94449977E-04   0.24720528E-03   0.92716770E-04   0.36678933E-05   0.00000000E+00   0.55807710E-02   0.94161107E-04   0.24165447E-05
        2.350000   0.85195611E-04   0.23109724E-03   0.83800843E-04   0.32063637E-05   0.00000000E+00   0.39159169E-04   0.84851641E-04   0.20795106E-05
        2.366667   0.77804073E-04   0.21832607E-03   0.76632566E-04   0.28439767E-05   0.00000000E+00   0.17413019E-04   0.77433111E-04   0.18185828E-05
        2.383333   0.71728947E-04   0.20791832E-03   0.70715091E-04   0.25514424E-05   0.00000000E+00   0.11933174E-04   0.71347349E-04   0.16103741E-05
        2.400000   0.66624715E-04   0.19925198E-03   0.65728294E-04   0.23101011E-05   0.00000000E+00   0.91754422E-05   0.66242250E-04   0.14402934E-05
        2.416667   0.62260779E-04   0.19190956E-03   0.61455626E-04   0.21074684E-05   0.00000000E+00   0.74592814E-05   0.61883353E-04   0.12987389E-05
        2.433333   0.58476572E-04   0.18559955E-03   0.57744790E-04   0.19348573E-05   0.00000000E+00   0.62715319E-05   0.58107740E-04   0.11791512E-05
        2.450000   0.55156399E-04   0.18011182E-03   0.54485219E-04   0.17860267E-05   0.00000000E+00   0.53949061E-05   0.54798251E-04   0.10768208E-05
        2.466667   0.52214530E-04   0.17529082E-03   0.51594508E-04   0.16563720E-05   0.00000000E+00   0.47192381E-05   0.51868222E-04   0.98831558E-06
        2.483333   0.49586007E-04   0.17101896E-03   0.49009937E-04   0.15424219E-05   0.00000000E+00   0.41819037E-05   0.49252093E-04   0.91107353E-06
        2.500000   0.47221116E-04   0.16720684E-03   0.46683342E-04   0.14415286E-05   0.00000000E+00   0.16982810E-05   0.46899761E-04   0.84312289E-06
